"","Series","Ep.name","Season","Ep.Number","Ep.Rating","Length","Year","Votes","Genre.1","Genre2","Genre3","Series.Rating","TV.Rating","Location"
"2906","Seinfeld","The Contest",4,11,9.6,23,1992,3641,"Comedy","","",8.8,"TV-PG","New York"
"2907","Seinfeld","The Airport",4,12,9,23,1992,1804,"Comedy","","",8.8,"TV-PG","New York"
"2908","Seinfeld","The Pick",4,13,8.7,23,1992,1324,"Comedy","","",8.8,"TV-PG","New York"
"2909","Seinfeld","The Movie",4,14,8.3,23,1993,1232,"Comedy","","",8.8,"TV-PG","New York"
"2910","Seinfeld","The Visa",4,15,8.3,23,1993,1163,"Comedy","","",8.8,"TV-PG","New York"
"2911","Seinfeld","The Shoes",4,16,8.4,22,1993,1231,"Comedy","","",8.8,"TV-PG","New York"
"2912","Seinfeld","The Outing",4,17,9.4,22,1993,2393,"Comedy","","",8.8,"TV-PG","New York"
"2913","Seinfeld","The Old Man",4,18,8.3,22,1993,1285,"Comedy","","",8.8,"TV-PG","New York"
"2914","Seinfeld","The Implant",4,19,8.8,22,1993,1337,"Comedy","","",8.8,"TV-PG","New York"
"2915","Seinfeld","The Junior Mint",4,20,8.9,22,1993,1724,"Comedy","","",8.8,"TV-PG","New York"
"2916","Seinfeld","The Smelly Car",4,21,8.6,22,1993,1299,"Comedy","","",8.8,"TV-PG","New York"
"2917","Seinfeld","The Handicap Spot",4,22,8.5,22,1993,1181,"Comedy","","",8.8,"TV-PG","New York"
"2918","Seinfeld","The Pilot",4,23,8.8,45,1993,1379,"Comedy","","",8.8,"TV-PG","New York"
"2919","Seinfeld","The Mango",5,1,8.7,23,1993,1349,"Comedy","","",8.8,"TV-PG","New York"
"2920","Seinfeld","The Puffy Shirt",5,2,9,23,1993,1866,"Comedy","","",8.8,"TV-PG","New York"
"2921","Seinfeld","The Glasses",5,3,8.5,23,1993,1226,"Comedy","","",8.8,"TV-PG","New York"
"2922","Seinfeld","The Sniffing Accountant",5,4,8.3,23,1993,1196,"Comedy","","",8.8,"TV-PG","New York"
"2923","Seinfeld","The Bris",5,5,8.3,22,1993,1282,"Comedy","","",8.8,"TV-PG","New York"
"2924","Seinfeld","The Lip Reader",5,6,8.6,23,1993,1220,"Comedy","","",8.8,"TV-PG","New York"
"2925","Seinfeld","The Non-Fat Yogurt",5,7,8.6,23,1993,1478,"Comedy","","",8.8,"TV-PG","New York"
"2926","Seinfeld","The Barber",5,8,8.4,23,1993,1218,"Comedy","","",8.8,"TV-PG","New York"
"2927","Seinfeld","The Masseuse",5,9,8,23,1993,1138,"Comedy","","",8.8,"TV-PG","New York"
"2928","Seinfeld","The Cigar Store Indian",5,10,8.5,23,1993,1304,"Comedy","","",8.8,"TV-PG","New York"
"2929","Seinfeld","The Conversion",5,11,8.3,23,1993,1141,"Comedy","","",8.8,"TV-PG","New York"
"2930","Seinfeld","The Stall",5,12,8.7,23,1994,1331,"Comedy","","",8.8,"TV-PG","New York"
"2931","Seinfeld","The Dinner Party",5,13,8.4,23,1994,1145,"Comedy","","",8.8,"TV-PG","New York"
"2932","Seinfeld","The Marine Biologist",5,14,9.3,23,1994,2223,"Comedy","","",8.8,"TV-PG","New York"
"2933","Seinfeld","The Pie",5,15,8.7,23,1994,1206,"Comedy","","",8.8,"TV-PG","New York"
"2934","Seinfeld","The Stand-In",5,16,7.9,23,1994,1135,"Comedy","","",8.8,"TV-PG","New York"
"2935","Seinfeld","The Wife",5,17,8.2,23,1994,1121,"Comedy","","",8.8,"TV-PG","New York"
"2936","Seinfeld","The Raincoats",5,18,8.6,43,1994,1161,"Comedy","","",8.8,"TV-PG","New York"
"2937","Seinfeld","The Fire",5,19,8.8,23,1994,1329,"Comedy","","",8.8,"TV-PG","New York"
"2938","Seinfeld","The Hamptons",5,20,9.1,23,1994,1880,"Comedy","","",8.8,"TV-PG","New York"
"2939","Seinfeld","The Opposite",5,21,9.6,23,1994,2605,"Comedy","","",8.8,"TV-PG","New York"
"2940","Seinfeld","The Chaperone",6,1,8.2,23,1994,1148,"Comedy","","",8.8,"TV-PG","New York"
"2941","Seinfeld","The Big Salad",6,2,8.4,23,1994,1169,"Comedy","","",8.8,"TV-PG","New York"
"2942","Seinfeld","The Pledge Drive",6,3,8.4,23,1994,1137,"Comedy","","",8.8,"TV-PG","New York"
"2943","Seinfeld","The Chinese Woman",6,4,8.3,23,1994,1111,"Comedy","","",8.8,"TV-PG","New York"
"2944","Seinfeld","The Couch",6,5,8.3,23,1994,1106,"Comedy","","",8.8,"TV-PG","New York"
"2945","Seinfeld","The Gymnast",6,6,8.4,23,1994,1149,"Comedy","","",8.8,"TV-PG","New York"
"2946","Seinfeld","The Soup",6,7,8.4,23,1994,1116,"Comedy","","",8.8,"TV-PG","New York"
"2947","Seinfeld","The Mom and Pop Store",6,8,8.3,23,1994,1077,"Comedy","","",8.8,"TV-PG","New York"
"2948","Seinfeld","The Secretary",6,9,8.3,23,1994,1061,"Comedy","","",8.8,"TV-PG","New York"
"2949","Seinfeld","The Race",6,10,9,24,1994,1764,"Comedy","","",8.8,"TV-PG","New York"
"2950","Seinfeld","The Switch",6,11,9,23,1995,1688,"Comedy","","",8.8,"TV-PG","New York"
"2951","Seinfeld","The Label Maker",6,12,8.7,23,1995,1121,"Comedy","","",8.8,"TV-PG","New York"
"2952","Seinfeld","The Scofflaw",6,13,8.3,23,1995,1056,"Comedy","","",8.8,"TV-PG","New York"
"2953","Seinfeld","Highlights of a Hundred",6,14,7.5,45,1995,1185,"Comedy","","",8.8,"TV-PG","New York"
"2954","Seinfeld","The Beard",6,15,8.4,24,1995,1053,"Comedy","","",8.8,"TV-PG","New York"
"2955","Seinfeld","The Kiss Hello",6,16,8.4,23,1995,1046,"Comedy","","",8.8,"TV-PG","New York"
"2956","Seinfeld","The Doorman",6,17,8.5,23,1995,1119,"Comedy","","",8.8,"TV-PG","New York"
"2957","Seinfeld","The Jimmy",6,18,9.1,24,1995,1780,"Comedy","","",8.8,"TV-PG","New York"
"2958","Seinfeld","The Doodle",6,19,8.5,23,1995,1040,"Comedy","","",8.8,"TV-PG","New York"
"2959","Seinfeld","The Fusilli Jerry",6,20,8.9,23,1995,1512,"Comedy","","",8.8,"TV-PG","New York"
"2960","Seinfeld","The Diplomat's Club",6,21,8.2,23,1995,1028,"Comedy","","",8.8,"TV-PG","New York"
"2961","Seinfeld","The Face Painter",6,22,8.6,23,1995,1123,"Comedy","","",8.8,"TV-PG","New York"
"2962","Seinfeld","The Understudy",6,23,8.2,24,1995,1085,"Comedy","","",8.8,"TV-PG","New York"
"2963","Seinfeld","The Engagement",7,1,8.7,24,1995,1156,"Comedy","","",8.8,"TV-PG","New York"
"2964","Seinfeld","The Postponement",7,2,8.4,23,1995,1027,"Comedy","","",8.8,"TV-PG","New York"
"2965","Seinfeld","The Maestro",7,3,8.3,23,1995,1092,"Comedy","","",8.8,"TV-PG","New York"
"2966","Seinfeld","The Wink",7,4,8.8,23,1995,1208,"Comedy","","",8.8,"TV-PG","New York"
"2967","Seinfeld","The Hot Tub",7,5,8.8,23,1995,1169,"Comedy","","",8.8,"TV-PG","New York"
"2968","Seinfeld","The Soup Nazi",7,6,9.6,23,1995,3185,"Comedy","","",8.8,"TV-PG","New York"
"2969","Seinfeld","The Secret Code",7,7,8.6,23,1995,1097,"Comedy","","",8.8,"TV-PG","New York"
"2970","Seinfeld","The Pool Guy",7,8,8.5,23,1995,1057,"Comedy","","",8.8,"TV-PG","New York"
"2971","Seinfeld","The Sponge",7,9,8.5,23,1995,1135,"Comedy","","",8.8,"TV-PG","New York"
"2972","Seinfeld","The Gum",7,10,8.8,23,1995,1288,"Comedy","","",8.8,"TV-PG","New York"
"2973","Seinfeld","The Rye",7,11,9,23,1996,1518,"Comedy","","",8.8,"TV-PG","New York"
"2974","Seinfeld","The Caddy",7,12,8.7,23,1996,1108,"Comedy","","",8.8,"TV-PG","New York"
"2975","Seinfeld","The Seven",7,13,8.3,23,1996,1004,"Comedy","","",8.8,"TV-PG","New York"
"2976","Seinfeld","The Cadillac",7,14,8.6,44,1996,1149,"Comedy","","",8.8,"TV-PG","New York"
"2977","Seinfeld","The Shower Head",7,15,8.6,23,1996,1044,"Comedy","","",8.8,"TV-PG","New York"
"2978","Seinfeld","The Doll",7,16,8.3,23,1996,1021,"Comedy","","",8.8,"TV-PG","New York"
"2979","Seinfeld","The Friars Club",7,17,8,23,1996,1000,"Comedy","","",8.8,"TV-PG","New York"
"2980","Seinfeld","The Wig Master",7,18,8.3,23,1996,1015,"Comedy","","",8.8,"TV-PG","New York"
"2981","Seinfeld","The Calzone",7,19,9,23,1996,1490,"Comedy","","",8.8,"TV-PG","New York"
"2982","Seinfeld","The Bottle Deposit",7,20,8.9,42,1996,1463,"Comedy","","",8.8,"TV-PG","New York"
"2983","Seinfeld","The Wait Out",7,21,8.5,23,1996,1001,"Comedy","","",8.8,"TV-PG","New York"
"2984","Seinfeld","The Invitations",7,22,8.9,23,1996,1461,"Comedy","","",8.8,"TV-PG","New York"
"2985","Seinfeld","The Foundation",8,1,8.4,23,1996,1025,"Comedy","","",8.8,"TV-PG","New York"
"2986","Seinfeld","The Soul Mate",8,2,8.2,23,1996,1000,"Comedy","","",8.8,"TV-PG","New York"
"2987","Seinfeld","The Bizarro Jerry",8,3,9.2,24,1996,1855,"Comedy","","",8.8,"TV-PG","New York"
"2988","Seinfeld","The Little Kicks",8,4,9,23,1996,1617,"Comedy","","",8.8,"TV-PG","New York"
"2989","Seinfeld","The Package",8,5,8.8,23,1996,1083,"Comedy","","",8.8,"TV-PG","New York"
"2990","Seinfeld","The Fatigues",8,6,8.3,23,1996,1014,"Comedy","","",8.8,"TV-PG","New York"
"2991","Seinfeld","The Checks",8,7,8.4,23,1996,1029,"Comedy","","",8.8,"TV-PG","New York"
"2992","Seinfeld","The Chicken Roaster",8,8,9.1,23,1996,1717,"Comedy","","",8.8,"TV-PG","New York"
"2993","Seinfeld","The Abstinence",8,9,9.1,23,1996,1532,"Comedy","","",8.8,"TV-PG","New York"
"2994","Seinfeld","The Andrea Doria",8,10,8.5,23,1996,1024,"Comedy","","",8.8,"TV-PG","New York"
"2995","Seinfeld","The Little Jerry",8,11,8.5,23,1997,1133,"Comedy","","",8.8,"TV-PG","New York"
"2996","Seinfeld","The Money",8,12,8,23,1997,968,"Comedy","","",8.8,"TV-PG","New York"
"2997","Seinfeld","The Comeback",8,13,8.8,24,1997,1239,"Comedy","","",8.8,"TV-PG","New York"
"2998","Seinfeld","The Van Buren Boys",8,14,8.3,23,1997,1016,"Comedy","","",8.8,"TV-PG","New York"
"2999","Seinfeld","The Susie",8,15,8.7,23,1997,1132,"Comedy","","",8.8,"TV-PG","New York"
"3000","Seinfeld","The Pothole",8,16,8.8,23,1997,1125,"Comedy","","",8.8,"TV-PG","New York"
"3001","Seinfeld","The English Patient",8,17,8.7,23,1997,1152,"Comedy","","",8.8,"TV-PG","New York"
"3002","Seinfeld","The Nap",8,18,8.9,23,1997,1402,"Comedy","","",8.8,"TV-PG","New York"
"3003","Seinfeld","The Yada Yada",8,19,9,26,1997,1778,"Comedy","","",8.8,"TV-PG","New York"
"3004","Seinfeld","The Millennium",8,20,8.3,23,1997,1029,"Comedy","","",8.8,"TV-PG","New York"
"3005","Seinfeld","The Muffin Tops",8,21,8.7,23,1997,1175,"Comedy","","",8.8,"TV-PG","New York"
"3006","Seinfeld","The Summer of George",8,22,8.7,23,1997,1165,"Comedy","","",8.8,"TV-PG","New York"
"3007","Seinfeld","The Butter Shave",9,1,8.6,23,1997,1196,"Comedy","","",8.8,"TV-PG","New York"
"3008","Seinfeld","The Voice",9,2,8.6,23,1997,1229,"Comedy","","",8.8,"TV-PG","New York"
"3009","Seinfeld","The Serenity Now",9,3,9,23,1997,1673,"Comedy","","",8.8,"TV-PG","New York"
"3010","Seinfeld","The Blood",9,4,8.4,23,1997,1088,"Comedy","","",8.8,"TV-PG","New York"
"3011","Seinfeld","The Junk Mail",9,5,8.3,23,1997,1037,"Comedy","","",8.8,"TV-PG","New York"
"3012","Seinfeld","The Merv Griffin Show",9,6,9.2,23,1997,1851,"Comedy","","",8.8,"TV-PG","New York"
"3013","Seinfeld","The Slicer",9,7,8.6,24,1997,1090,"Comedy","","",8.8,"TV-PG","New York"
"3014","Seinfeld","The Betrayal",9,8,9.1,24,1997,1953,"Comedy","","",8.8,"TV-PG","New York"
"3015","Seinfeld","The Apology",9,9,8.5,23,1997,1042,"Comedy","","",8.8,"TV-PG","New York"
"3016","Seinfeld","The Strike",9,10,8.9,23,1997,1636,"Comedy","","",8.8,"TV-PG","New York"
"3017","Seinfeld","The Dealership",9,11,8.7,23,1998,1153,"Comedy","","",8.8,"TV-PG","New York"
"3018","Seinfeld","The Reverse Peephole",9,12,8.5,23,1998,1088,"Comedy","","",8.8,"TV-PG","New York"
"3019","Seinfeld","The Cartoon",9,13,8.2,23,1998,1022,"Comedy","","",8.8,"TV-PG","New York"
"3020","Seinfeld","The Strongbox",9,14,8.1,23,1998,1041,"Comedy","","",8.8,"TV-PG","New York"
"3021","Seinfeld","The Wizard",9,15,8.3,23,1998,969,"Comedy","","",8.8,"TV-PG","New York"
"3022","Seinfeld","The Burning",9,16,8.6,23,1998,1339,"Comedy","","",8.8,"TV-PG","New York"
"3023","Seinfeld","The Bookstore",9,17,8.5,23,1998,1004,"Comedy","","",8.8,"TV-PG","New York"
"3024","Seinfeld","The Frogger",9,18,9,22,1998,1574,"Comedy","","",8.8,"TV-PG","New York"
"3025","Seinfeld","The Maid",9,19,8.3,23,1998,1012,"Comedy","","",8.8,"TV-PG","New York"
"3026","Seinfeld","The Puerto Rican Day",9,20,8.3,23,1998,1085,"Comedy","","",8.8,"TV-PG","New York"
"3027","Seinfeld","The Chronicle",9,21,8.2,44,1998,955,"Comedy","","",8.8,"TV-PG","New York"
"3028","Seinfeld","The Finale",9,22,7.7,56,1998,1844,"Comedy","","",8.8,"TV-PG","New York"
"3029","Fringe","Pilot",1,1,8.2,82,2008,3081,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3030","Fringe","The Same Old Story",1,2,7.8,51,2008,2161,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3031","Fringe","The Ghost Network",1,3,7.9,49,2008,1932,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3032","Fringe","The Arrival",1,4,8.3,47,2008,1889,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3033","Fringe","Power Hungry",1,5,7.7,47,2008,1720,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3034","Fringe","The Cure",1,6,7.8,65,2008,1654,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3035","Fringe","In Which We Meet Mr. Jones",1,7,8.1,60,2008,1668,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3036","Fringe","The Equation",1,8,8,47,2008,1628,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3037","Fringe","The Dreamscape",1,9,8,49,2008,1546,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3038","Fringe","Safe",1,10,8.6,65,2008,1607,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3039","Fringe","Bound",1,11,8.5,65,2009,1570,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3040","Fringe","The No-Brainer",1,12,7.7,52,2009,1515,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3041","Fringe","The Transformation",1,13,8.3,62,2009,1523,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3042","Fringe","Ability",1,14,8.8,51,2009,1582,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3043","Fringe","Inner Child",1,15,8.4,59,2009,1611,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3044","Fringe","Unleashed",1,16,7.9,57,2009,1496,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3045","Fringe","Bad Dreams",1,17,8.6,58,2009,1556,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3046","Fringe","Midnight",1,18,8.1,57,2009,1451,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3047","Fringe","The Road Not Taken",1,19,8.8,48,2009,1517,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3048","Fringe","There's More Than One of Everything",1,20,9.2,48,2009,1962,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3049","Fringe","A New Day in the Old Town",2,1,8.5,44,2009,1688,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3050","Fringe","Night of Desirable Objects",2,2,7.9,44,2009,1423,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3051","Fringe","Fracture",2,3,8.1,44,2009,1378,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3052","Fringe","Momentum Deferred",2,4,8.8,44,2009,1471,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3053","Fringe","Dream Logic",2,5,7.9,42,2009,1340,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3054","Fringe","Earthling",2,6,7.9,43,2009,1343,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3055","Fringe","Of Human Action",2,7,8.1,44,2009,1340,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3056","Fringe","August",2,8,8.9,43,2009,1568,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3057","Fringe","Snakehead",2,9,7.9,42,2009,1323,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3058","Fringe","Grey Matters",2,10,8.8,43,2009,1428,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3059","Fringe","Unearthed",2,11,7.3,43,2010,1401,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3060","Fringe","Johari Window",2,12,7.9,42,2010,1346,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3061","Fringe","What Lies Below",2,13,8.3,44,2010,1377,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3062","Fringe","The Bishop Revival",2,14,8.3,44,2010,1373,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3063","Fringe","Jacksonville",2,15,9,44,2010,1644,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3064","Fringe","Peter",2,16,9.4,44,2010,2387,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3065","Fringe","Olivia. In the Lab. With the Revolver",2,17,8.2,44,2010,1359,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3066","Fringe","White Tulip",2,18,9.3,44,2010,2247,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3067","Fringe","The Man from the Other Side",2,19,8.8,44,2010,1413,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3068","Fringe","Brown Betty",2,20,6.9,44,2010,1949,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3069","Fringe","Northwest Passage",2,21,8.5,44,2010,1440,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3070","Fringe","Over There: Part 1",2,22,9.1,44,2010,1607,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3071","Fringe","Over There: Part 2",2,23,9.3,43,2010,1789,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3072","Fringe","Olivia",3,1,8.8,44,2010,1520,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3073","Fringe","The Box",3,2,8.2,44,2010,1296,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3074","Fringe","The Plateau",3,3,8.7,60,2010,1389,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3075","Fringe","Do Shapeshifters Dream of Electric Sheep?",3,4,8.5,60,2010,1279,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3076","Fringe","Amber 31422",3,5,8.4,55,2010,1304,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3077","Fringe","6955 kHz",3,6,8.3,60,2010,1267,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3078","Fringe","The Abducted",3,7,8.7,60,2010,1249,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3079","Fringe","Entrada",3,8,9.1,60,2010,1421,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3080","Fringe","Marionette",3,9,8.3,60,2010,1319,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3081","Fringe","The Firefly",3,10,8.5,43,2011,1255,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3082","Fringe","Reciprocity",3,11,8.2,43,2011,1191,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3083","Fringe","Concentrate and Ask Again",3,12,8.2,43,2011,1228,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3084","Fringe","Immortality",3,13,8.1,44,2011,1224,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3085","Fringe","6B",3,14,8.4,44,2011,1283,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3086","Fringe","Subject 13",3,15,8.6,44,2011,1375,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3087","Fringe","Os",3,16,8.3,44,2011,1259,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3088","Fringe","Stowaway",3,17,8.2,60,2011,1248,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3089","Fringe","Bloodline",3,18,8.3,60,2011,1223,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3090","Fringe","Lysergic Acid Diethylamide",3,19,8.8,60,2011,1640,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3091","Fringe","6:02 AM EST",3,20,8.5,60,2011,1187,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3092","Fringe","The Last Sam Weiss",3,21,8.8,60,2011,1283,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3093","Fringe","The Day We Died",3,22,9.1,60,2011,1794,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3094","Fringe","Neither Here Nor There",4,1,8.2,44,2011,1618,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3095","Fringe","One Night in October",4,2,8.3,43,2011,1265,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3096","Fringe","Alone in the World",4,3,8,43,2011,1158,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3097","Fringe","Subject 9",4,4,8.3,44,2011,1268,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3098","Fringe","Novation",4,5,8.3,44,2011,1258,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3099","Fringe","And Those We Left Behind",4,6,8.7,45,2011,1306,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3100","Fringe","Wallflower",4,7,7.9,43,2011,1138,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3101","Fringe","Back to Where You've Never Been",4,8,8.6,44,2012,1271,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3102","Fringe","Enemy of My Enemy",4,9,8.7,43,2012,1222,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3103","Fringe","Forced Perspective",4,10,8.1,44,2012,1224,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3104","Fringe","Making Angels",4,11,8.3,44,2012,1178,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3105","Fringe","Welcome to Westfield",4,12,8.7,44,2012,1366,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3106","Fringe","A Better Human Being",4,13,8.2,44,2012,1208,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3107","Fringe","The End of All Things",4,14,8.9,44,2012,1307,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3108","Fringe","A Short Story About Love",4,15,8.3,44,2012,1362,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3109","Fringe","Nothing As It Seems",4,16,8.1,44,2012,1162,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3110","Fringe","Everything in Its Right Place",4,17,8.4,43,2012,1153,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3111","Fringe","The Consultant",4,18,8.3,43,2012,1098,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3112","Fringe","Letters of Transit",4,19,9.1,43,2012,2086,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3113","Fringe","Worlds Apart",4,20,8.7,44,2012,1229,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3114","Fringe","Brave New World: Part 1",4,21,8.5,44,2012,1292,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3115","Fringe","Brave New World: Part 2",4,22,8.7,44,2012,1438,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3116","Fringe","Transilience Thought Unifier Model-11",5,1,8.3,43,2012,1500,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3117","Fringe","In Absentia",5,2,8.3,42,2012,1087,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3118","Fringe","The Recordist",5,3,8.1,41,2012,1132,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3119","Fringe","The Bullet That Saved the World",5,4,8.8,42,2012,1300,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3120","Fringe","An Origin Story",5,5,8.7,42,2012,1148,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3121","Fringe","Through the Looking Glass and What Walter Found There",5,6,8.8,42,2012,1171,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3122","Fringe","Five-Twenty-Ten",5,7,8.7,42,2012,1115,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3123","Fringe","The Human Kind",5,8,8.5,42,2012,1110,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3124","Fringe","Black Blotter",5,9,8.5,42,2012,1167,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3125","Fringe","Anomaly XB-6783746",5,10,9,42,2012,1264,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3126","Fringe","The Boy Must Live",5,11,8.8,42,2013,1149,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3127","Fringe","Liberty",5,12,9.1,43,2013,1338,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3128","Fringe","An Enemy of Fate",5,13,9.4,43,2013,2509,"Drama","Mystery","Sci-Fi",8.3,"TV-14","Multiple"
"3129","Spartacus: War of the Damned","The Red Serpent",1,1,7.6,55,2010,3337,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3130","Spartacus: War of the Damned","Sacramentum Gladiatorum",1,2,7.9,52,2010,2412,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3131","Spartacus: War of the Damned","Legends",1,3,8,55,2010,2230,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
